WormBase.ID	Public.Gene.Name	Sequence.ID	Affy.Probe.Set.ID
WBGene00020594	ugt-10	T19H12.11	191968_at
WBGene00020587	ugt-9	T19H12.1a	191776_at
WBGene00020588	T19H12.2	T19H12.2	171979_x_at
WBGene00020588	T19H12.2	T19H12.2	184908_at
WBGene00020589	T19H12.3	T19H12.3	185822_s_at
WBGene00020589	T19H12.3	T19H12.3	185821_at
WBGene00005111	srd-33	T19H12.4	191353_at
WBGene00005110	srd-32	T19H12.5	191312_at
WBGene00020590	T19H12.6	T19H12.6	185861_at
WBGene00006098	str-32	T19H12.7	188340_at
WBGene00020591	nhr-220 	T19H12.8	191081_at
WBGene00020592	ugt-12	T19H12.9	191778_s_at
WBGene00011847	chil-26	T19H5.2	178324_at
WBGene00011848	chil-27	T19H5.3	177933_at
WBGene00011849	T19H5.4	T19H5.4a	186755_s_at
WBGene00044807	T19H5.6	T19H5.6	190320_at
WBGene00020600	trd-1	T20B12.1	187699_at
WBGene00006542	tbp-1	T20B12.2	188606_at
WBGene00020601	T20B12.3	T20B12.3	187596_at
WBGene00020602	T20B12.4	T20B12.4	187689_at
WBGene00020603	T20B12.5	T20B12.5	187599_at
WBGene00003378	mml-1	T20B12.6a	175004_at
WBGene00003378	mml-1	T20B12.6a	187597_at
WBGene00020604	T20B12.7	T20B12.7	171964_s_at
WBGene00020604	T20B12.7	T20B12.7	187652_s_at
WBGene00001974	hmg-4	T20B12.8	188651_s_at
WBGene00020605	lgc-50	T20B12.9	187667_at
WBGene00011850	T20B3.1	T20B3.1	190999_at
WBGene00011852	clec-26	T20B3.12	193226_at
WBGene00011853	clec-40	T20B3.13	193224_at
WBGene00006585	tni-3	T20B3.2	171792_x_at
WBGene00006585	tni-3	T20B3.2	188278_s_at
WBGene00005425	srh-215	T20B3.3	178139_at
WBGene00005424	srh-214	T20B3.4	177932_at
WBGene00005426	srh-216	T20B3.5	177913_at
WBGene00004026	phy-3	T20B3.7	177878_at
WBGene00004026	phy-3	T20B3.7	177884_at
NA	NA	T20B3.8	193215_at
WBGene00000161	apa-2	T20B5.1	174879_at
WBGene00000161	apa-2	T20B5.1	189016_at
WBGene00020595	T20B5.2	T20B5.2	180999_at
WBGene00020596	oga-1	T20B5.3a	171812_x_at
WBGene00020596	oga-1	T20B5.3a	173520_at
WBGene00020596	oga-1	T20B5.3a	181147_s_at
WBGene00020597	T20B6.1	T20B6.1	191785_at
WBGene00020598	T20B6.2	T20B6.2	181285_at
WBGene00020599	T20B6.3	T20B6.3	181293_at
WBGene00005597	srj-9	T20C4.1	187988_at
NA	NA	T20C7.1	175980_at
WBGene00011855	clec-183	T20D3.1	178360_at
WBGene00011856	T20D3.2	T20D3.2	179013_s_at
WBGene00011857	T20D3.3	T20D3.3a	178431_s_at
WBGene00011858	T20D3.5	T20D3.5	191495_s_at
WBGene00011859	T20D3.6	T20D3.6a	178731_at
WBGene00006931	vps-26	T20D3.7a	175232_at
WBGene00006931	vps-26	T20D3.7a	189949_at
WBGene00011860	T20D3.8	T20D3.8	178931_s_at
WBGene00020607	srab-20	T20D4.1	181279_at
WBGene00020616	T20D4.10	T20D4.10	184906_at
WBGene00020617	T20D4.11	T20D4.11	184438_at
WBGene00020618	T20D4.12	T20D4.12	184555_at
WBGene00020619	T20D4.13 	T20D4.13	185912_at
WBGene00020620	T20D4.15	T20D4.15	172592_x_at
WBGene00020620	T20D4.15	T20D4.15	184986_at
WBGene00020622	T20D4.17 	T20D4.17	184917_at
WBGene00020623	srab-21	T20D4.18	184726_at
WBGene00020624	T20D4.19	T20D4.19	185924_at
WBGene00020608	srab-22	T20D4.2	180850_at
WBGene00020609	T20D4.3	T20D4.3	180663_s_at
WBGene00020611	T20D4.5	T20D4.5	180648_at
WBGene00020612	arrd-22	T20D4.6	180521_at
WBGene00020613	T20D4.7	T20D4.7	180602_at
WBGene00020614	T20D4.8 	T20D4.8	172355_x_at
WBGene00020615	T20D4.9 	T20D4.9	172326_x_at
WBGene00007047	wts-1	T20F10.1	192304_s_at
WBGene00011864	T20F10.2	T20F10.2a	182147_at
WBGene00011866	T20F10.5	T20F10.5	185450_s_at
WBGene00003950	pbs-4	T20F5.2	190229_at
WBGene00020625	mrrf-1	T20F5.3	187569_s_at
WBGene00020626	T20F5.4	T20F5.4	173494_s_at
WBGene00020627	T20F5.5	T20F5.5	183706_at
WBGene00020628	T20F5.6	T20F5.6	190046_s_at
WBGene00020629	T20F5.7	T20F5.7	174937_at
WBGene00020629	T20F5.7	T20F5.7	183704_at
WBGene00020630	T20F7.1	T20F7.1	182483_s_at
WBGene00020630	T20F7.1	T20F7.1	180397_at
WBGene00020631	T20F7.3	T20F7.3	182543_at
WBGene00020632	T20F7.5 	T20F7.5	173935_at
WBGene00020632	T20F7.5 	T20F7.5	173936_s_at
WBGene00020632	T20F7.5 	T20F7.5	180928_at
WBGene00020632	T20F7.5 	T20F7.5	181396_at
WBGene00020633	aakg-2	T20F7.6	173076_s_at
WBGene00020633	aakg-2	T20F7.6	191715_at
WBGene00020634	acs-9	T20F7.7	189950_at
WBGene00011867	chc-1	T20G5.1	190472_s_at
WBGene00011872	blos-1	T20G5.10	187206_at
WBGene00004326	rde-4	T20G5.11	192371_s_at
WBGene00011873	T20G5.12	T20G5.12	181642_at
WBGene00000833	cts-1	T20G5.2	189842_s_at
WBGene00011868	best-18	T20G5.4a	175223_at
WBGene00011868	best-18	T20G5.4a	191662_at
WBGene00004255	epac-1	T20G5.5	194127_at
WBGene00006783	unc-47	T20G5.6	188550_at
WBGene00011869	dod-6	T20G5.7	172218_x_at
WBGene00011870	T20G5.8	T20G5.8	172248_x_at
WBGene00011871	T20G5.9	T20G5.9	178249_at
WBGene00020643	sea-2 	T20H12.1	186100_at
WBGene00003890	osm-10	T20H4.1	188212_at
WBGene00020635	T20H4.2	T20H4.2	179907_at
WBGene00004189	pars-1	T20H4.3a	191914_at
WBGene00000080	adr-2	T20H4.4	188416_s_at
WBGene00020636	T20H4.5	T20H4.5	173506_s_at
WBGene00020637	fbxa-7	T20H9.1	180034_at
WBGene00020638	fbxa-43	T20H9.2	179850_at
WBGene00020639	fbxa-71	T20H9.3	179859_at
WBGene00020640	fbxa-73	T20H9.4	180044_at
NA	NA	T20H9.5	179878_at
WBGene00020642	T20H9.6	T20H9.6	179873_at
WBGene00011883	mrpl-50	T21B10.1	184090_at
NA	NA	T21B10.2	AFFX-r2-3026-3_at
NA	NA	T21B10.2	AFFX-r2-3026-5_at
WBGene00011885	T21B10.3	T21B10.3	173065_at
WBGene00011885	T21B10.3	T21B10.3	181749_at
WBGene00011886	T21B10.4	T21B10.4	183528_at
WBGene00011887	set-17	T21B10.5	175388_at
WBGene00011887	set-17	T21B10.5	192141_at
WBGene00011888	cutl-15	T21B10.6	189076_at
WBGene00000378	cct-2	T21B10.7	175118_s_at
WBGene00000378	cct-2	T21B10.7	189974_s_at
WBGene00011876	srz-6	T21B4.1	178623_at
WBGene00006009	srx-118	T21B4.12	181747_at
WBGene00005294	srh-73	T21B4.14	188955_at
WBGene00000660	col-85	T21B4.2	188352_at
WBGene00011877	T21B4.3	T21B4.3	178616_at
WBGene00011878	ador-1	T21B4.4a	190222_s_at
WBGene00005289	srh-68	T21B4.5	188855_at
WBGene00005288	srh-67	T21B4.6	188809_at
WBGene00005290	srh-69	T21B4.7	188797_at
WBGene00005283	srh-61	T21B4.8	188782_at
WBGene00005291	srh-70	T21B4.9	188838_at
WBGene00000961	dgn-1	T21B6.1	187933_s_at
WBGene00000961	dgn-1	T21B6.1	174786_at
WBGene00011879	pho-7	T21B6.2	191091_at
WBGene00011880	T21B6.3	T21B6.3	173825_at
WBGene00011880	T21B6.3	T21B6.3	190368_s_at
NA	NA	T21B6.4	178701_at
WBGene00011882	nstp-9	T21B6.5	178683_at
WBGene00006784	unc-49	T21C12.1b	175835_at
WBGene00006784	unc-49	T21C12.1b	175836_s_at
WBGene00006784	unc-49	T21C12.1b	172061_x_at
WBGene00006784	unc-49	T21C12.1b	192312_s_at
WBGene00001993	hpd-1	T21C12.2	193009_at
WBGene00011899	T21C12.3	T21C12.3	183937_s_at
WBGene00011900	T21C12.4	T21C12.4a	182359_at
WBGene00011890	mics-1	T21C9.1	174292_at
WBGene00011890	mics-1	T21C9.1	190684_at
WBGene00011896	T21C9.11	T21C9.11	181215_at
WBGene00011897	scpl-4	T21C9.12	175176_at
WBGene00011897	scpl-4	T21C9.12	193813_at
WBGene00011898	T21C9.13	T21C9.13	181644_at
WBGene00006934	vps-54	T21C9.2a	190310_s_at
WBGene00011891	del-6	T21C9.3a	175415_s_at
WBGene00011892	T21C9.4	T21C9.4	191051_at
WBGene00003065	lpd-9	T21C9.5a	177411_s_at
WBGene00011893	T21C9.6	T21C9.6	190657_at
WBGene00005189	srg-32	T21C9.7	177397_at
WBGene00011894	ttr-23	T21C9.8	190830_at
WBGene00011895	T21C9.9	T21C9.9	173735_s_at
WBGene00011895	T21C9.9	T21C9.9	177516_at
WBGene00020646	zmp-6	T21D11.1	189278_s_at
WBGene00020650	T21D12.11	T21D12.11	186695_at
WBGene00020651	T21D12.12	T21D12.12	190270_at
WBGene00206487	best-19	T21D12.15	186885_at
WBGene00001071	dpy-9	T21D12.2a	190013_at
WBGene00020647	pqbp-1.1	T21D12.3	185810_s_at
WBGene00020647	pqbp-1.1	T21D12.3	183854_s_at
WBGene00003932	pat-6	T21D12.4	188184_s_at
WBGene00005487	srh-282	T21D12.5	191640_at
NA	NA	T21D12.6	172708_x_at
WBGene00020648	T21D12.7	T21D12.7	188377_at
WBGene00020649	sma-10	T21D12.9a	174086_s_at
WBGene00020649	sma-10	T21D12.9a	186872_s_at
WBGene00000737	col-164	T21D9.1	189624_at
WBGene00020645	T21D9.2	T21D9.2	180333_at
WBGene00020655	T21E12.3	T21E12.3	184701_at
WBGene00000962	dhc-1	T21E12.4	189907_s_at
WBGene00020656	T21E12.5	T21E12.5	184655_at
WBGene00020652	egg-4	T21E3.1	172856_x_at
WBGene00020652	egg-4	T21E3.1	182429_s_at
WBGene00020653	T21E3.2	T21E3.2	180090_at
WBGene00003072	lrp-2	T21E3.3	173760_s_at
WBGene00003072	lrp-2	T21E3.3	189496_at
WBGene00004000	pgp-6	T21E8.1a	189041_s_at
WBGene00004002	pgp-8	T21E8.3	189037_at
WBGene00011903	T21E8.5	T21E8.5	178391_at
WBGene00164972	T21E8.7	T21E8.7	178363_at
WBGene00020657	lgc-53	T21F2.1a	191447_at
WBGene00020658	T21F4.1	T21F4.1a	182628_s_at
WBGene00020658	T21F4.1	T21F4.1a	182687_at
WBGene00020659	T21G5.1	T21G5.1	190715_at
WBGene00020660	T21G5.2	T21G5.2	182393_at
WBGene00001598	glh-1	T21G5.3	175430_s_at
WBGene00001598	glh-1	T21G5.3	190711_at
WBGene00020661	smz-2	T21G5.4	182319_s_at
WBGene00006423	asd-2	T21G5.5a	181889_at
WBGene00020662	T21H3.1	T21H3.1a	181097_at
WBGene00004230	ptr-16	T21H3.2	188270_at
WBGene00000552	cmd-1	T21H3.3	173113_at
WBGene00000552	cmd-1	T21H3.3	188710_s_at
WBGene00000552	cmd-1	T21H3.3	175243_at
WBGene00020663	cutl-22	T21H3.4	181193_at
WBGene00020664	T21H3.5	T21H3.5	183339_at
WBGene00011904	hlb-1	T21H8.1a	174147_at
WBGene00011904	hlb-1	T21H8.1a	178065_at
WBGene00005063	sra-37	T21H8.2	189465_at
WBGene00005064	sra-38	T21H8.3	189492_at
WBGene00005065	sra-39	T21H8.4	189449_at
WBGene00011905	T21H8.5 	T21H8.5	177688_at
WBGene00011906	hsp-12.1	T22A3.2a	190691_at
WBGene00003083	lst-1	T22A3.3a	178942_s_at
WBGene00044070	set-18	T22A3.4a	178718_at
WBGene00011908	pash-1	T22A3.5a	179287_s_at
WBGene00011909	T22A3.6	T22A3.6	189027_at
WBGene00002248	lam-3	T22A3.8	182257_at
WBGene00002248	lam-3	T22A3.8	188440_at
WBGene00020675	T22B11.1	T22B11.1	185250_at
WBGene00044620	bus-4	T22B11.2	185412_at
WBGene00020677	T22B11.3	T22B11.3	190777_at
WBGene00020678	T22B11.4	T22B11.4a	185183_s_at
WBGene00020679	ogdh-1	T22B11.5a	173855_at
WBGene00020679	ogdh-1	T22B11.5a	191952_s_at
WBGene00020665	T22B2.1	T22B2.1	180681_at
WBGene00020666	T22B2.2	T22B2.2	180723_at
WBGene00020667	T22B2.3	T22B2.3	181238_at
WBGene00006321	sup-12	T22B2.4a	190076_at
WBGene00020669	T22B2.5	T22B2.5	180636_at
WBGene00020670	T22B2.6	T22B2.6	180524_at
NA	NA	T22B2.7	180701_at
WBGene00001079	dpy-20	T22B3.1	191799_at
WBGene00011910	alg-3	T22B3.2a	179788_s_at
WBGene00011911	T22B3.3	T22B3.3	179564_at
WBGene00001182	egl-13	T22B7.1a	175723_at
WBGene00001182	egl-13	T22B7.1a	188167_s_at
WBGene00001182	egl-13	T22B7.1a	193037_s_at
WBGene00020672	T22B7.3	T22B7.3	181552_at
WBGene00020672	T22B7.3	T22B7.3	180616_at
WBGene00020673	T22B7.4	T22B7.4	181150_s_at
WBGene00005718	srv-7	T22B7.5	180643_at
WBGene00005718	srv-7	T22B7.5	181049_at
WBGene00020674	T22B7.7	T22B7.7	173688_s_at
WBGene00011912	T22C1.1	T22C1.1	174477_at
WBGene00011912	T22C1.1	T22C1.1	176644_at
WBGene00004318	rbg-2	T22C1.10a	182427_s_at
WBGene00011920	T22C1.11	T22C1.11	180062_s_at
WBGene00011913	glb-26	T22C1.2	172694_x_at
WBGene00011914	T22C1.3	T22C1.3	191868_at
WBGene00011915	T22C1.4	T22C1.4	177963_at
WBGene00011916	T22C1.5	T22C1.5	179147_at
WBGene00011917	T22C1.6	T22C1.6	188013_at
WBGene00002179	jph-1	T22C1.7	177980_at
WBGene00011918	T22C1.8	T22C1.8	192761_s_at
WBGene00011919	T22C1.9	T22C1.9	178740_at
WBGene00011922	T22C8.1	T22C8.1	177853_at
WBGene00011923	chhy-1	T22C8.2	188985_at
WBGene00011924	T22C8.3	T22C8.3	190362_at
WBGene00011925	T22C8.4	T22C8.4	190319_at
WBGene00011926	sptf-2	T22C8.5	192372_at
WBGene00011927	T22C8.6	T22C8.6	177842_at
WBGene00011928	cutl-12	T22C8.7	188443_at
WBGene00006875	vab-9	T22C8.8	177583_at
WBGene00020680	T22D1.1	T22D1.1	180277_at
WBGene00020687	ruvb-2	T22D1.10	184369_s_at
WBGene00020688	T22D1.11	T22D1.11	189410_s_at
WBGene00020689	npr-12	T22D1.12	191947_at
WBGene00020681	T22D1.2	T22D1.2	172350_x_at
WBGene00020682	T22D1.3	T22D1.3a	192730_at
WBGene00020683	ribo-1	T22D1.4	189552_at
WBGene00020684	T22D1.5	T22D1.5	180735_at
WBGene00020685	T22D1.6	T22D1.6	181337_at
WBGene00020686	T22D1.8	T22D1.8	181321_at
WBGene00004458	rpn-1	T22D1.9	173655_s_at
WBGene00006882	vab-19	T22D2.1	180791_at
WBGene00006882	vab-19	T22D2.1	183968_at
WBGene00020690	T22E5.1	T22E5.1a	183178_at
WBGene00001622	glt-4	T22E5.2	193779_at
WBGene00020691	igdb-3	T22E5.3	183462_at
WBGene00003495	mup-2	T22E5.5	192973_s_at
WBGene00020692	T22E5.6	T22E5.6	183255_at
WBGene00020693	lron-8	T22E7.1a	183916_at
WBGene00020693	lron-8	T22E7.1a	182679_at
WBGene00020694	dhhc-11	T22E7.2	182042_at
WBGene00020699	T22F3.10	T22F3.10	186186_at
WBGene00020700	T22F3.11	T22F3.11a	173729_at
WBGene00020700	T22F3.11	T22F3.11a	184913_s_at
WBGene00020695	T22F3.2	T22F3.2a	180195_at
WBGene00020696	T22F3.3	T22F3.3a	176676_s_at
WBGene00004422	rpl-11.1	T22F3.4	193434_s_at
WBGene00005423	srh-213	T22F3.5	191362_at
WBGene00005422	srh-212	T22F3.6	191517_at
WBGene00020697	T22F3.7	T22F3.7	180183_at
WBGene00020698	T22F3.8	T22F3.8	181927_s_at
WBGene00020701	T22F7.1	T22F7.1	183538_at
WBGene00020703	T22F7.4	T22F7.4	176755_at
WBGene00020704	T22F7.5	T22F7.5	182080_at
WBGene00011929	T22G5.1	T22G5.1	178711_at
WBGene00002259	lbp-7	T22G5.2	192878_at
WBGene00011930	T22G5.3	T22G5.3	175515_at
WBGene00011930	T22G5.3	T22G5.3	178841_at
WBGene00011931	srsx-19	T22G5.4	193330_at
WBGene00011932	sptl-3	T22G5.5a	174295_at
WBGene00011932	sptl-3	T22G5.5a	191512_at
WBGene00002260	lbp-8	T22G5.6	172894_x_at
WBGene00004997	spp-12	T22G5.7	178599_at
WBGene00005524	sri-12	T22H2.1	178228_at
NA	NA	T22H2.2	177929_s_at
WBGene00005523	sri-11	T22H2.3	177946_at
WBGene00011934	T22H2.4	T22H2.4	172204_at
WBGene00011935	scrm-1	T22H2.5a	174101_at
WBGene00011935	scrm-1	T22H2.5a	180885_s_at
WBGene00011935	scrm-1	T22H2.5a	172318_x_at
WBGene00011936	pgrn-1	T22H2.6a	194228_x_at
WBGene00011936	pgrn-1	T22H2.6a	172800_x_at
WBGene00011936	pgrn-1	T22H2.6a	180962_s_at
WBGene00011937	T22H6.1	T22H6.1	177788_at
WBGene00011938	alh-13	T22H6.2a	192504_at
WBGene00006175	str-124	T22H6.3	177400_at
WBGene00006174	str-123	T22H6.4	177758_at
WBGene00000016	abf-5	T22H6.5	177762_at
WBGene00001560	nhr-27	T22H6.6a	174588_at
WBGene00001560	nhr-27	T22H6.6a	178044_at
WBGene00001560	nhr-27	T22H6.6a	192981_at
WBGene00020705	T22H9.1	T22H9.1	180144_at
WBGene00020706	atg-9	T22H9.2a	182587_at
WBGene00020707	wago-10	T22H9.3	181653_at
WBGene00020708	dmd-8	T22H9.4	181961_at
WBGene00020716	phf-30	T23B12.1	185082_at
NA	T23B12.14	T23B12.10	186823_at
WBGene00020717	mrpl-4	T23B12.2	174279_s_at
WBGene00020717	mrpl-4	T23B12.2	189741_at
WBGene00020718	mrps-2	T23B12.3	189875_at
WBGene00020719	natc-1	T23B12.4	173095_at
WBGene00020719	natc-1	T23B12.4	184535_s_at
WBGene00020720	T23B12.5	T23B12.5	184818_at
WBGene00020721	T23B12.6	T23B12.6	185034_s_at
WBGene00001040	dnj-22	T23B12.7	173712_s_at
WBGene00020722	T23B12.8	T23B12.8a	184855_at
NA	NA	T23B12.9	184826_s_at
WBGene00020709	T23B3.1	T23B3.1a	182646_s_at
WBGene00020710	T23B3.2	T23B3.2	182950_at
WBGene00020711	rmd-5 	T23B3.3	182067_at
WBGene00020712	ckr-1	T23B3.4	191261_at
WBGene00020713	T23B3.5	T23B3.5	172399_x_at
WBGene00020714	T23B3.6	T23B3.6	181987_at
WBGene00011939	prmt-3	T23B5.1a	174689_s_at
WBGene00011939	prmt-3	T23B5.1a	179065_s_at
WBGene00011939	prmt-3	T23B5.1a	177373_s_at
WBGene00011940	T23B5.3	T23B5.3a	187713_at
WBGene00011940	T23B5.3	T23B5.3a	178808_at
WBGene00020715	nspd-4	T23B7.1	172486_x_at
WBGene00020715	nspd-4	T23B7.1	172546_x_at
WBGene00007011	mdt-1.2	T23C6.1	183417_at
NA	NA	T23C6.2	187740_at
WBGene00020725	cnp-3	T23C6.3	183310_s_at
WBGene00020726	T23C6.4	T23C6.4	174233_at
WBGene00020726	T23C6.4	T23C6.4	182132_at
WBGene00020727	npr-21	T23C6.5	191516_at
WBGene00006093	str-27	T23D5.1	188826_at
WBGene00006074	str-6	T23D5.10	188888_s_at
WBGene00006076	str-8	T23D5.11	188883_at
WBGene00006103	str-38	T23D5.2	188792_at
WBGene00011942	T23D5.3	T23D5.3	178933_at
WBGene00006085	str-18	T23D5.6	188828_at
WBGene00006086	str-19	T23D5.7	188794_at
WBGene00011943	T23D5.8	T23D5.8	188783_at
WBGene00011943	T23D5.8	T23D5.8	188784_s_at
WBGene00006108	str-43	T23D5.9	188798_at
WBGene00003397	mom-5	T23D8.1	193720_at
WBGene00003397	mom-5	T23D8.1	174320_at
WBGene00006633	tsp-7	T23D8.2	190295_at
WBGene00011944	T23D8.3	T23D8.3	178064_at
WBGene00001226	eif-3.C	T23D8.4	175249_s_at
WBGene00001226	eif-3.C	T23D8.4	186888_s_at
WBGene00001941	his-67	T23D8.5	188963_at
WBGene00001942	his-68	T23D8.6	172778_x_at
WBGene00011945	hpo-24	T23D8.7	175496_s_at
WBGene00011945	hpo-24	T23D8.7	175014_at
WBGene00011945	hpo-24	T23D8.7	178018_at
WBGene00000476	cfi-1	T23D8.8	188970_at
WBGene00006379	sys-1	T23D8.9a	174282_at
WBGene00006379	sys-1	T23D8.9a	187605_at
WBGene00020728	T23E1.1	T23E1.1	180275_at
WBGene00020730	T23E1.3	T23E1.3a	182879_at
NA	NA	T23E7.1	181084_at
WBGene00020732	T23E7.2	T23E7.2a	173056_at
WBGene00020732	T23E7.2	T23E7.2a	176362_s_at
WBGene00020732	T23E7.2	T23E7.2a	184881_s_at
WBGene00020732	T23E7.2	T23E7.2a	184427_s_at
WBGene00003744	nlp-6	T23E7.4a	181143_at
WBGene00003744	nlp-6	T23E7.4a	180758_at
NA	NA	T23F1.1	179019_at
WBGene00011947	T23F1.3	T23F1.3	178990_at
WBGene00006133	str-71	T23F1.4	179575_at
WBGene00011948	T23F1.5	T23F1.5	179534_s_at
WBGene00004153	pqn-71	T23F1.6	178666_at
WBGene00001054	dpf-1	T23F1.7a	190695_s_at
WBGene00011953	ppm-2	T23F11.1	174357_s_at
WBGene00011953	ppm-2	T23F11.1	189195_at
WBGene00011954	T23F11.2	T23F11.2	172297_x_at
WBGene00011955	cdka-1	T23F11.3a	187468_at
WBGene00011956	T23F11.4	T23F11.4	175477_at
WBGene00011956	T23F11.4	T23F11.4	192124_at
WBGene00005170	srg-13	T23F11.5	191630_at
WBGene00044623	bus-8	T23F2.1	174880_at
WBGene00044623	bus-8	T23F2.1	190020_at
WBGene00020735	T23F2.2	T23F2.2a	182673_at
WBGene00020736	T23F2.3	T23F2.3	172872_x_at
WBGene00020737	T23F2.4	T23F2.4	187571_at
WBGene00020738	T23F2.5	T23F2.5	172659_x_at
WBGene00020739 	dlhd-1 	T23F4.1	180223_s_at
WBGene00020739	T23F4.1 	T23F4.1	180222_at
WBGene00020740	T23F4.2	T23F4.2	180240_at
WBGene00020741	dlhd-1	T23F4.3	179815_at
WBGene00003545	nas-27	T23F4.4	188410_at
WBGene00011949	T23F6.1	T23F6.1	178038_at
WBGene00011950	T23F6.2	T23F6.2	178204_at
WBGene00011951	T23F6.3	T23F6.3	178052_at
WBGene00004315	rbd-1	T23F6.4	193951_at
WBGene00011952	T23F6.5	T23F6.5	177672_at
WBGene00011968	T23G11.1	T23G11.1	183341_at
WBGene00001647	gna-2	T23G11.2	193438_at
WBGene00001595	gld-1	T23G11.3	174247_at
WBGene00001595	gld-1	T23G11.3	193805_at
WBGene00011969	T23G11.4	T23G11.4	182242_at
WBGene00011970	rlbp-1	T23G11.5a	182183_at
WBGene00011970	rlbp-1	T23G11.5a	181969_at
WBGene00011970	rlbp-1	T23G11.5a	175495_at
WBGene00011971	lron-9	T23G11.6a	194068_s_at
WBGene00011972	T23G11.7	T23G11.7a	183709_at
WBGene00006580	tlp-1	T23G4.1	187904_at
WBGene00011958	T23G4.2	T23G4.2	177473_at
WBGene00011959	nyn-1	T23G4.3	177698_s_at
WBGene00011960	oac-48	T23G4.4	177453_at
WBGene00011961	T23G4.5	T23G4.5	177763_at
WBGene00004391	rnr-1	T23G5.1	193772_s_at
WBGene00011962	T23G5.2	T23G5.2a	175445_at
WBGene00011962	T23G5.2	T23G5.2a	189286_s_at
WBGene00011963	T23G5.3	T23G5.3	186563_at
WBGene00000934	dat-1	T23G5.5	175816_at
WBGene00000934	dat-1	T23G5.5	193590_s_at
WBGene00011964	saeg-2	T23G5.6	186672_at
WBGene00001061	dpl-1	T23G7.1	191593_s_at
WBGene00011965	T23G7.2	T23G7.2a	178662_s_at
WBGene00011966	T23G7.3	T23G7.3	173496_s_at
WBGene00004752	sec-5	T23G7.4	178628_s_at
WBGene00011967	pir-1	T23G7.5a	192796_at
WBGene00003798	npp-12	T23H2.1	183498_s_at
WBGene00003798	npp-12	T23H2.1	171843_x_at
WBGene00003798	npp-12	T23H2.1	191157_s_at
WBGene00004924	snt-4	T23H2.2	174108_s_at
WBGene00004924	snt-4	T23H2.2	189565_at
WBGene00020742	T23H2.3	T23H2.3	188383_at
WBGene00020743	mam-8	T23H2.4	181275_at
WBGene00004273	rab-10	T23H2.5	187873_s_at
WBGene00002142	inx-20	T23H4.1a	192385_at
WBGene00003659	nhr-69	T23H4.2	194132_at
WBGene00003524	nas-5	T23H4.3	189973_at
WBGene00003476	mtm-3	T24A11.1a	175789_s_at
WBGene00003476	mtm-3	T24A11.1a	194247_x_at
WBGene00003476	mtm-3	T24A11.1a	187750_s_at
WBGene00003476	mtm-3	T24A11.1a	185788_s_at
WBGene00011974	xbx-5	T24A11.2	179982_at
WBGene00006591	toh-1	T24A11.3	173836_at
WBGene00006591	toh-1	T24A11.3	192126_s_at
WBGene00006591	toh-1	T24A11.3	180190_at
WBGene00020744	T24A6.1	T24A6.1	172411_x_at
WBGene00020749	srbc-67	T24A6.10	186242_at
WBGene00020750	nhr-222	T24A6.11	190268_at
NA	NA	T24A6.12	185665_at
WBGene00020752	srbc-68	T24A6.13	185651_at
WBGene00005877	srw-130	T24A6.14	185995_at
WBGene00001737	grl-28	T24A6.15	186392_at
WBGene00001738	grl-29	T24A6.18	186154_at
WBGene00001738	grl-29	T24A6.18	186155_s_at
WBGene00020755	grl-31	T24A6.19	185682_at
WBGene00020745	T24A6.2 	T24A6.2	172373_x_at
WBGene00020756	T24A6.20	T24A6.20	175439_at
WBGene00001739	grl-30	T24A6.3	188813_at
WBGene00005533	sri-21	T24A6.4	191155_at
WBGene00020746	srbc-66	T24A6.5	182616_at
WBGene00006286	str-260	T24A6.6	191411_at
WBGene00020747	T24A6.7	T24A6.7	183964_at
WBGene00020748	nhr-221	T24A6.8	189856_at
WBGene00003683	nhr-93	T24A6.9	189936_at
WBGene00011975	T24B1.1	T24B1.1	175416_at
WBGene00004446	rpl-32	T24B8.1a	173248_s_at
WBGene00011976	T24B8.2	T24B8.2	190458_at
WBGene00011977	T24B8.3	T24B8.3a	175022_s_at
WBGene00011977	T24B8.3	T24B8.3a	178621_at
WBGene00011978	T24B8.4	T24B8.4a	179487_at
WBGene00011978	T24B8.4	T24B8.4a	174808_at
WBGene00011979	T24B8.5	T24B8.5	178297_at
WBGene00001950	hlh-3	T24B8.6	192523_at
WBGene00011980	T24B8.7	T24B8.7a	174692_s_at
WBGene00011980	T24B8.7	T24B8.7a	192986_at
WBGene00011980	T24B8.7	T24B8.7a	180951_s_at
WBGene00020764	T24C12.1	T24C12.1	184301_at
WBGene00001515	gap-1	T24C12.2	193405_at
WBGene00020765	T24C12.3	T24C12.3	184291_s_at
WBGene00020766	T24C12.4	T24C12.4	184236_at
WBGene00004301	ram-5	T24C2.1	190666_s_at
WBGene00011981	T24C2.2	T24C2.2	177537_at
WBGene00011982	T24C2.3	T24C2.3	177955_at
WBGene00011983	fbxa-81	T24C2.4	177773_at
WBGene00011984	T24C2.5	T24C2.5	177523_at
WBGene00020757	ucr-2.3	T24C4.1	190569_at
WBGene00020758	T24C4.2	T24C4.2	179845_at
WBGene00020759	T24C4.3	T24C4.3	179801_at
WBGene00020760	T24C4.4	T24C4.4	182815_at
WBGene00020761	T24C4.5	T24C4.5	179790_at
WBGene00020762	zer-1	T24C4.6a	174565_at
WBGene00020762	zer-1	T24C4.6a	179841_s_at
WBGene00020763	ztf-18	T24C4.7	179798_s_at
